,carat,cut,color,clarity,depth,table,x,y,z,cut_,clarity_,color_,price_predicted
3077,0.34,Good,E,SI2,63.1,56.0,4.46,4.51,2.83,2,2,6,521.3822649880723
3078,0.4,Good,E,SI1,64.2,57.0,4.68,4.66,3.0,2,3,6,860.1274691386436
3079,0.34,Ideal,E,VVS2,62.4,55.0,4.47,4.51,2.79,5,6,6,964.3791689918615
3080,0.31,Very Good,H,SI1,62.3,55.0,4.34,4.36,2.71,3,3,3,456.68967097672424
3081,0.5,Ideal,F,SI1,60.2,63.0,5.12,5.15,3.09,5,3,5,1358.8491674038487
3082,0.3,Ideal,G,IF,62.1,55.0,4.32,4.35,2.69,5,8,4,781.8115896517818
3083,1.33,Ideal,H,SI1,60.1,57.0,7.14,7.2,4.31,5,3,3,7441.6485366447305
3084,1.0,Good,F,IF,63.2,63.0,6.24,6.26,3.95,2,8,5,7350.352041733526
3085,2.07,Premium,E,SI2,58.9,61.0,8.45,8.35,4.95,4,2,6,16709.436960293948
3086,0.36,Ideal,D,VS2,61.1,57.0,4.62,4.58,2.81,5,4,7,922.5847090213277
3087,1.25,Premium,I,VS2,62.2,57.0,6.92,6.84,4.28,4,4,2,6650.688678966482
3088,1.01,Very Good,G,SI1,60.0,58.0,6.51,6.55,3.92,3,3,4,4570.859641008553
3089,1.54,Very Good,G,IF,59.4,60.0,7.55,7.61,4.5,3,8,4,16194.677021989884
3090,0.54,Ideal,H,SI1,61.1,56.0,5.25,5.27,3.21,5,3,3,1363.4959038826403
3091,1.07,Ideal,H,VS2,61.8,56.0,6.52,6.55,4.04,5,4,3,5672.551579176873
3092,0.25,Ideal,E,VVS2,61.6,57.0,4.08,4.1,2.52,5,6,6,540.5403597051543
3093,0.32,Ideal,D,SI1,59.6,57.0,4.47,4.42,2.65,5,3,7,643.7702742693011
3094,0.35,Very Good,E,VS2,60.2,60.0,4.54,4.57,2.74,3,4,6,798.35999194704
3095,0.42,Ideal,E,SI1,62.6,57.0,4.81,4.84,3.02,5,3,6,1029.2939713510027
3096,1.11,Very Good,H,SI2,59.0,59.0,6.79,6.82,4.02,3,2,3,4150.195435291672
3097,1.51,Premium,H,SI2,62.3,62.0,7.32,7.21,4.51,4,2,3,7614.851131885713
3098,1.01,Good,F,VS2,65.2,57.0,6.19,6.23,4.05,2,4,5,5369.768870705871
3099,0.32,Ideal,H,VVS1,62.0,55.0,4.42,4.45,2.75,5,7,3,764.5986607266866
3100,0.33,Ideal,I,VVS1,62.2,54.0,4.43,4.45,2.76,5,7,2,724.1393911861215
3101,0.28,Ideal,G,IF,61.3,57.0,4.25,4.27,2.6,5,8,4,686.5766022726336
3102,0.32,Very Good,I,SI2,63.4,56.0,4.37,4.34,2.76,3,2,2,356.6878474056891
3103,0.73,Ideal,E,VS1,61.4,55.0,5.8,5.82,3.57,5,5,6,3724.087112095385
3104,1.02,Premium,F,SI2,63.0,58.0,6.44,6.38,4.04,4,2,5,4191.131010448421
3105,1.51,Ideal,E,SI2,62.9,57.0,7.29,7.23,4.57,5,2,6,9425.674021183484
3106,0.26,Very Good,E,VVS1,61.5,56.0,4.1,4.15,2.53,3,7,6,596.7603545135378
3107,0.55,Ideal,I,VVS1,61.7,56.0,5.24,5.29,3.25,5,7,2,1894.5530368540874
3108,0.32,Ideal,G,SI1,61.4,57.0,4.41,4.38,2.7,5,3,4,551.3358904255048
3109,1.51,Very Good,F,SI1,62.6,57.0,7.25,7.31,4.56,3,3,5,10367.429688874974
3110,1.73,Premium,F,SI2,63.0,60.0,7.63,7.52,4.77,4,2,5,11332.334536746283
3111,0.43,Ideal,G,VS1,61.9,55.0,4.86,4.84,3.0,5,5,4,1228.8258534891033
3112,0.43,Very Good,E,VVS2,60.8,57.0,4.89,4.92,2.98,3,6,6,1429.0168125881698
3113,1.0,Premium,D,SI1,61.5,60.0,6.34,6.38,3.91,4,3,7,5384.347010002646
3114,0.57,Premium,E,SI1,62.5,57.0,5.28,5.22,3.28,4,3,6,1790.462849982686
3115,1.1,Ideal,E,SI2,61.6,56.0,6.66,6.63,4.09,5,2,6,5191.3026936055785
3116,1.2,Ideal,E,VVS1,60.1,61.0,6.83,6.91,4.13,5,7,6,11157.444577419401
3117,0.4,Ideal,I,IF,62.2,56.0,4.75,4.71,2.94,5,8,2,1109.0550103840985
3118,0.24,Very Good,E,VVS2,62.9,57.0,3.96,3.99,2.5,3,6,6,476.67087656698106
3119,0.92,Very Good,G,SI1,61.8,54.0,6.25,6.37,3.9,3,3,4,3834.2776571564095
3120,0.27,Very Good,E,VVS1,60.9,59.0,4.17,4.21,2.55,3,7,6,640.7062127693217
3121,0.43,Premium,H,I1,62.0,59.0,4.83,4.78,2.98,4,1,3,513.0025363167849
3122,1.0,Fair,H,SI2,66.1,59.0,6.18,6.13,4.07,1,2,3,3069.564672589383
3123,1.01,Ideal,F,VS2,60.3,56.0,6.56,6.5,3.94,5,4,5,5861.896691976029
3124,0.97,Premium,F,SI2,59.9,59.0,6.45,6.38,3.84,4,2,5,3812.710741486631
3125,0.3,Very Good,E,SI1,62.9,56.0,4.24,4.31,2.69,3,3,6,520.219774881309
3126,1.53,Very Good,E,VS2,61.2,60.0,7.49,7.4,4.56,3,4,6,12833.028506276458
3127,0.71,Premium,J,SI1,62.4,61.0,5.68,5.63,3.53,4,3,1,1648.2468082269024
3128,1.0,Premium,D,SI2,60.3,58.0,6.48,6.45,3.9,4,2,7,4432.131464149299
3129,0.75,Very Good,D,SI1,59.7,62.0,5.89,5.94,3.53,3,3,7,3047.5352003086396
3130,1.04,Ideal,G,VS2,61.6,55.0,6.51,6.55,4.02,5,4,4,5822.777830470644
3131,0.24,Very Good,F,VVS1,63.5,54.0,3.92,3.96,2.5,3,7,5,488.00112585893686
3132,0.28,Good,H,VVS1,56.0,64.0,4.38,4.41,2.46,2,7,3,544.7119774942026
3133,1.0,Ideal,H,SI1,61.9,57.0,6.43,6.39,3.97,5,3,3,4349.988544096833
3134,0.7,Very Good,G,SI1,63.0,59.0,5.64,5.67,3.56,3,3,4,2292.0335520103104
3135,1.86,Very Good,J,VS2,62.5,55.0,7.81,7.9,4.91,3,4,1,11284.97431829011
3136,1.65,Ideal,J,SI1,62.5,56.0,7.59,7.54,4.73,5,3,1,8237.697149618998
3137,0.51,Premium,F,SI1,62.7,62.0,5.09,4.96,3.15,4,3,5,1380.6670632753307
3138,1.09,Premium,E,VVS2,59.9,59.0,6.73,6.7,4.02,4,6,6,8463.379506640129
3139,2.47,Premium,J,SI2,59.4,59.0,8.85,8.79,5.24,4,2,1,14187.066038471958
3140,1.0,Ideal,D,VS1,62.4,55.0,6.4,6.43,4.0,5,5,7,7028.948791582476
3141,0.3,Ideal,G,VS1,61.8,54.0,4.32,4.29,2.66,5,5,4,623.9193426589744
3142,1.07,Ideal,E,VVS2,61.8,54.0,6.56,6.61,4.07,5,6,6,8349.791721424315
3143,0.7,Very Good,E,SI2,63.1,56.0,5.66,5.63,3.56,3,2,6,2110.925244027395
3144,0.38,Ideal,F,VVS1,61.9,54.0,4.67,4.7,2.9,5,7,5,1217.2938111824585
3145,1.37,Ideal,I,VS2,61.5,55.0,7.18,7.2,4.42,5,4,2,8074.09681534904
3146,0.42,Ideal,F,VS1,61.6,56.0,4.82,4.8,2.96,5,5,5,1250.5227227422195
3147,0.3,Ideal,H,IF,62.1,57.0,4.29,4.31,2.67,5,8,3,721.9341955910606
3148,1.04,Premium,H,SI1,60.7,62.0,6.57,6.51,3.97,4,3,3,4584.408700805339
3149,0.75,Premium,F,VVS2,62.4,57.0,5.88,5.75,3.63,4,6,5,3980.3433921525516
3150,0.7,Premium,G,VS2,61.6,58.0,5.69,5.73,3.52,4,4,4,2704.8656582080225
3151,0.55,Ideal,E,VS1,61.5,57.0,5.23,5.27,3.23,5,5,6,2185.3308713103033
3152,2.0,Ideal,H,VS2,60.5,56.0,8.34,8.22,5.01,5,4,3,18417.00375331588
3153,0.7,Ideal,I,VVS2,62.3,55.0,5.66,5.7,3.54,5,6,2,2770.5343796698567
3154,0.31,Good,G,VVS1,58.0,62.0,4.42,4.47,2.58,2,7,4,714.4891440221412
3155,1.51,Fair,G,I1,65.6,54.0,7.28,7.1,4.72,1,1,4,5177.982956581854
3156,1.06,Ideal,I,SI1,61.9,54.0,6.56,6.59,4.07,5,3,2,4338.706882353877
3157,0.63,Good,F,SI2,64.2,56.0,5.4,5.34,3.45,2,2,5,1583.2168607045762
3158,0.3,Ideal,H,VVS2,61.3,56.0,4.35,4.33,2.66,5,6,3,628.8244646456633
3159,0.5,Ideal,D,VVS2,61.9,55.1,5.07,5.1,3.15,5,6,7,2080.3344948567837
3160,0.35,Ideal,E,VVS1,62.2,56.0,4.53,4.51,2.81,5,7,6,1096.6880301890085
3161,0.46,Premium,E,VS1,61.9,58.0,4.94,4.91,3.05,4,5,6,1528.0333596722467
3162,0.5,Very Good,G,SI1,62.8,56.0,5.05,5.08,3.18,3,3,4,1216.4637210769142
3163,0.7,Good,D,SI1,58.8,64.0,5.74,5.79,3.39,2,3,7,2574.4462028855646
3164,0.7,Very Good,E,VS1,63.4,62.0,5.64,5.56,3.55,3,5,6,3276.9995505620745
3165,0.32,Ideal,D,VS2,61.9,55.0,4.43,4.39,2.73,5,4,7,739.0930239362303
3166,1.28,Premium,G,VS1,60.9,58.0,7.09,7.01,4.29,4,5,4,9378.870246254719
3167,1.01,Good,G,SI2,63.7,59.0,6.38,6.31,4.04,2,2,4,3619.3090870697365
3168,0.7,Very Good,G,SI2,63.3,57.0,5.61,5.51,3.52,3,2,4,1886.6900673152886
3169,0.71,Very Good,F,SI1,61.8,58.0,5.72,5.81,3.56,3,3,5,2504.1514353651824
3170,1.51,Very Good,I,SI1,63.1,56.0,7.28,7.33,4.61,3,3,2,8043.646740210452
3171,1.28,Very Good,F,VVS2,58.9,57.0,7.13,7.17,4.21,3,6,5,10593.53195839082
3172,1.28,Ideal,F,SI2,59.7,57.0,7.12,7.06,4.23,5,2,5,6565.420470613813
3173,1.01,Very Good,E,VS2,62.0,55.0,6.42,6.46,3.99,3,4,6,5871.355265310069
3174,0.32,Ideal,F,VVS2,62.1,55.0,4.37,4.39,2.72,5,6,5,817.9865909453715
3175,0.7,Ideal,G,VVS2,60.8,56.0,5.75,5.79,3.51,5,6,4,3356.9148478301304
3176,0.33,Premium,I,SI1,60.4,59.0,4.54,4.5,2.73,4,3,2,471.98282596485836
3177,0.35,Good,D,SI1,63.3,56.0,4.5,4.53,2.86,2,3,7,698.1056312172698
3178,1.23,Ideal,H,SI2,62.4,57.0,6.79,6.84,4.25,5,2,3,5287.326052355494
3179,1.11,Ideal,F,SI1,61.1,57.0,6.67,6.69,4.08,5,3,5,6099.096967815566
3180,1.71,Very Good,D,SI2,63.5,59.0,7.57,7.59,4.81,3,2,7,11839.362539585647
3181,1.5,Very Good,E,VS2,62.1,60.0,7.27,7.31,4.53,3,4,6,12363.380336553038
3182,0.7,Very Good,E,VS2,58.8,56.0,5.79,5.84,3.42,3,4,6,2944.160250104228
3183,0.33,Very Good,H,SI1,63.0,58.0,4.4,4.42,2.78,3,3,3,513.7382962886983
3184,0.32,Ideal,E,VS2,61.6,56.0,4.4,4.43,2.72,5,4,6,708.201331356117
3185,1.57,Ideal,J,VVS2,61.4,57.0,7.5,7.45,4.59,5,6,1,10463.011392988314
3186,0.52,Ideal,H,SI1,61.9,56.0,5.16,5.22,3.2,5,3,3,1269.974104764483
3187,0.32,Premium,F,VVS1,60.7,58.0,4.4,4.43,2.68,4,7,5,862.1942751080887
3188,0.34,Very Good,I,SI1,60.4,56.0,4.54,4.56,2.75,3,3,2,485.7126280910984
3189,1.74,Premium,D,SI2,61.9,58.0,7.73,7.67,4.77,4,2,7,12574.92769993639
3190,0.4,Very Good,F,IF,62.8,57.0,4.65,4.68,2.93,3,8,5,1361.257968207411
3191,0.32,Ideal,G,SI2,61.6,56.0,4.4,4.43,2.72,5,2,4,453.83277540064176
3192,2.26,Ideal,I,SI1,62.4,57.0,8.43,8.37,5.24,5,3,2,18047.276395117704
3193,1.0,Fair,G,VS2,44.0,53.0,6.31,6.24,4.12,1,4,4,4636.282279750186
3194,0.8,Very Good,D,SI1,62.9,60.0,5.89,5.94,3.72,3,3,7,3441.2772717111343
3195,1.09,Ideal,E,SI2,61.9,55.0,6.6,6.64,4.1,5,2,6,5102.805720878434
3196,0.9,Ideal,E,VS2,62.7,56.0,6.14,6.18,3.86,5,4,6,4962.304355450282
3197,0.76,Ideal,H,SI1,62.4,55.0,5.87,5.83,3.65,5,3,3,2594.720097160053
3198,1.54,Ideal,G,VS2,61.4,57.0,7.47,7.42,4.57,5,4,4,12193.109181204301
3199,0.55,Ideal,E,SI1,61.7,57.0,5.27,5.23,3.24,5,3,6,1710.1495101645273
3200,0.32,Ideal,G,IF,61.4,55.0,4.42,4.44,2.72,5,8,4,882.8217813387529
3201,0.93,Premium,F,SI1,62.5,58.0,6.22,6.19,3.88,4,3,5,4278.791734621266
3202,0.39,Premium,H,VS1,61.7,57.0,4.68,4.65,2.88,4,5,3,924.221364651664
3203,0.51,Very Good,H,SI1,62.0,57.0,5.11,5.19,3.19,3,3,3,1165.9679153364789
3204,0.34,Ideal,E,SI1,62.9,55.0,4.5,4.47,2.82,5,3,6,691.4475299253876
3205,0.31,Good,F,SI1,64.1,61.0,4.29,4.2,2.72,2,3,5,506.07537294404995
3206,0.7,Premium,F,SI2,61.9,62.0,5.69,5.66,3.51,4,2,5,2062.9962427886253
3207,0.36,Premium,J,SI1,61.6,60.0,4.54,4.58,2.81,4,3,1,458.87630657295324
3208,0.53,Premium,E,VS2,59.8,58.0,5.26,5.27,3.15,4,4,6,1792.4236645289534
3209,0.32,Good,I,SI1,63.5,57.0,4.3,4.33,2.74,2,3,2,416.8280302282808
3210,0.31,Ideal,G,IF,62.6,57.0,4.32,4.3,2.7,5,8,4,831.5975819269038
3211,0.44,Very Good,J,VS1,61.9,57.0,4.83,4.9,3.01,3,5,1,832.3457286927074
3212,1.02,Very Good,D,VS2,62.7,58.0,6.35,6.44,4.01,3,4,7,6242.184612576461
3213,2.09,Ideal,H,SI2,60.6,57.0,8.3,8.2,5.0,5,2,3,14345.691361489493
3214,1.5,Ideal,D,VS2,62.6,56.0,7.21,7.27,4.53,5,4,7,13549.097152937153
3215,0.91,Very Good,G,SI2,63.4,60.0,6.11,6.06,3.86,3,2,4,3091.9098653783253
3216,0.33,Ideal,F,VVS2,61.8,54.0,4.47,4.5,2.77,5,6,5,866.7764725811556
3217,1.01,Good,F,VVS2,62.7,61.0,6.3,6.34,3.96,2,6,5,6523.429911152237
3218,0.41,Ideal,F,VVS1,60.9,56.0,4.83,4.79,2.93,5,7,5,1404.5153320100453
3219,0.32,Ideal,H,VVS1,61.9,55.0,4.37,4.38,2.71,5,7,3,764.5986607266866
3220,1.17,Good,H,SI2,63.8,58.0,6.57,6.73,4.24,2,2,3,4408.204356576456
3221,0.32,Ideal,I,VS1,62.4,54.0,4.36,4.39,2.73,5,5,2,581.4636953815395
3222,1.3,Ideal,G,VS2,61.9,55.0,7.04,7.01,4.35,5,4,4,8863.128575378665
3223,1.01,Good,D,SI2,64.5,58.0,6.18,6.26,4.01,2,2,7,4226.1054361072565
3224,0.3,Ideal,F,IF,60.4,60.0,4.32,4.35,2.62,5,8,5,831.6554397390913
3225,0.8,Ideal,G,SI2,61.6,56.0,5.97,6.01,3.69,5,2,4,2547.5068857996257
3226,0.36,Ideal,D,SI1,59.5,56.0,4.68,4.63,2.77,5,3,7,803.5965594698512
3227,1.21,Premium,J,VS2,61.9,58.0,6.84,6.79,4.22,4,4,1,5162.935969734652
3228,0.71,Fair,H,VS2,62.1,70.0,5.67,5.6,3.5,1,4,3,2246.5847085829046
3229,0.65,Very Good,I,VVS1,61.8,56.0,5.53,5.57,3.43,3,7,2,2470.986661305112
3230,1.01,Premium,E,VS2,62.2,58.0,6.41,6.36,3.97,4,4,6,6035.245003370278
3231,0.51,Ideal,G,VS1,61.7,56.0,5.1,5.2,3.18,5,5,4,1694.357206208232
3232,1.5,Ideal,I,VVS2,60.7,60.0,7.35,7.4,4.48,5,6,2,11634.275094279212
3233,0.5,Ideal,D,VS2,61.9,59.0,5.07,5.1,3.15,5,4,7,1712.4297437518535
3234,0.25,Very Good,D,VVS1,63.8,54.0,3.94,3.99,2.53,3,7,7,578.4594167891588
3235,1.01,Fair,D,SI1,65.9,60.0,6.32,6.18,4.12,1,3,7,4804.546329069924
3236,0.72,Premium,E,SI2,61.6,59.0,5.83,5.68,3.55,4,2,6,2288.040772206913
3237,0.32,Ideal,D,SI1,59.3,55.0,4.51,4.53,2.68,5,3,7,643.7702742693011
3238,0.37,Premium,I,VS1,61.4,59.0,4.61,4.55,2.81,4,5,2,748.0984200792022
3239,0.36,Ideal,H,VS2,61.0,57.0,4.59,4.63,2.81,5,4,3,729.6038327410104
3240,0.33,Premium,E,SI1,60.2,58.0,4.55,4.49,2.72,4,3,6,639.8457181779318
3241,0.7,Premium,H,SI1,59.0,60.0,5.86,5.81,3.44,4,3,3,2175.5698201131454
3242,1.02,Ideal,G,VS2,61.9,53.0,6.5,6.48,4.02,5,4,4,5613.74546073151
3243,1.04,Ideal,G,VS1,61.9,57.0,6.51,6.55,4.04,5,5,4,6481.046788400735
3244,0.32,Ideal,G,VVS2,61.5,57.0,4.43,4.39,2.71,5,6,4,768.9619599932768
3245,1.12,Ideal,G,VVS2,61.6,55.0,6.68,6.74,4.13,5,6,4,8132.913907210353
3246,1.64,Premium,E,SI1,61.8,59.0,7.55,7.51,4.65,4,3,6,13094.43697787563
3247,0.55,Very Good,F,SI1,59.5,61.0,5.28,5.41,3.18,3,3,5,1548.3614689159501
3248,0.3,Ideal,G,SI1,62.3,54.0,4.29,4.32,2.68,5,3,4,488.2534595736795
3249,0.57,Ideal,G,VS1,62.5,54.2,5.29,5.31,3.31,5,5,4,2089.0573454388
3250,0.51,Ideal,G,SI2,62.0,56.0,5.13,5.16,3.19,5,2,4,1091.4439699484287
3251,1.52,Ideal,I,SI2,60.2,57.0,7.47,7.38,4.47,5,2,2,7039.802855257536
3252,0.4,Ideal,F,SI1,62.6,54.0,4.77,4.7,2.96,5,3,5,892.7182698096627
3253,0.3,Ideal,D,SI1,61.0,56.0,4.35,4.37,2.66,5,3,7,570.1117395787485
3254,2.05,Very Good,E,SI2,62.5,56.0,8.08,8.17,5.08,3,2,6,15961.242879090993
3255,0.53,Ideal,E,VS1,60.1,57.0,5.25,5.31,3.17,5,5,6,2038.1203405258427
3256,0.3,Ideal,E,SI2,62.1,54.0,4.32,4.35,2.69,5,2,6,449.6734144200486
3257,0.32,Ideal,F,VS1,61.3,55.0,4.43,4.46,2.72,5,5,5,749.4466344930258
3258,1.39,Very Good,I,VS1,62.2,57.0,7.17,7.1,4.44,3,5,2,8794.852531916258
3259,0.71,Very Good,D,VS2,63.0,58.0,5.65,5.68,3.57,3,4,7,3155.746423991289
3260,0.3,Ideal,F,IF,61.1,57.0,4.39,4.35,2.67,5,8,5,831.6554397390913
3261,0.5,Fair,D,SI1,64.6,58.0,5.0,4.97,3.22,1,3,7,1278.6558250686583
3262,0.55,Ideal,G,VS2,61.1,57.0,5.29,5.31,3.24,5,4,4,1754.8094862599453
3263,0.9,Fair,J,SI1,64.6,61.0,5.92,5.87,3.81,1,3,1,2255.788837808708
3264,1.28,Ideal,I,SI2,62.5,59.0,6.88,6.95,4.32,5,2,2,5093.82986442945
3265,0.41,Very Good,D,SI2,59.9,60.0,4.78,4.8,2.87,3,2,7,804.6868073167724
3266,1.13,Good,F,SI2,64.0,58.0,6.52,6.58,4.19,2,2,5,4756.243979425242
3267,0.71,Ideal,G,VVS2,62.5,57.0,5.7,5.73,3.57,5,6,4,3447.7726052426565
3268,1.01,Premium,F,VS2,62.3,58.0,6.34,6.3,3.94,4,4,5,5738.044910251072
3269,1.13,Premium,G,SI2,61.5,59.0,6.73,6.69,4.13,4,2,4,4777.834984755142
3270,1.0,Ideal,I,SI2,58.8,55.0,6.53,6.46,3.82,5,2,2,3200.334807552677
3271,1.0,Very Good,H,SI1,63.6,54.0,6.33,6.37,4.04,3,3,3,4142.450717484114
3272,2.0,Fair,H,I1,66.8,57.0,7.81,7.72,5.19,1,1,3,8116.165164716133
3273,0.43,Very Good,D,SI2,63.4,57.0,4.81,4.78,3.04,3,2,7,880.1783939620927
3274,0.47,Premium,G,SI1,59.5,60.0,5.09,5.06,3.02,4,3,4,1112.9158079811814
3275,1.33,Premium,I,VS1,61.5,58.0,7.02,7.06,4.33,4,5,2,8319.66362566007
3276,1.22,Premium,I,SI2,62.3,58.0,6.85,6.8,4.25,4,2,2,4555.27631712783
3277,0.32,Premium,H,VS2,61.4,60.0,4.41,4.39,2.7,4,4,3,572.1445169395926
3278,0.33,Very Good,G,VS2,60.6,61.0,4.46,4.49,2.71,3,4,4,638.7260303442381
3279,0.24,Ideal,F,IF,62.9,55.0,3.96,3.98,2.5,5,8,5,546.3696950708181
3280,0.33,Premium,H,VS2,58.8,62.0,4.53,4.49,2.65,4,4,3,606.2708260613398
3281,1.01,Premium,D,VS2,60.4,58.0,6.57,6.47,3.94,4,4,7,6298.501968635753
3282,0.54,Premium,F,SI1,62.3,58.0,5.26,5.2,3.26,4,3,5,1537.536517973542
3283,0.32,Premium,G,VVS2,62.3,58.0,4.35,4.38,2.72,4,6,4,752.7151180872694
3284,1.45,Premium,F,VS2,61.1,58.0,7.31,7.23,4.44,4,4,5,11335.552089381234
3285,0.3,Very Good,H,VS1,62.4,60.0,4.23,4.29,2.66,3,5,3,548.6472365867326
3286,1.2,Very Good,J,VS1,59.1,61.0,6.94,7.0,4.12,3,5,1,5503.886683466897
3287,1.01,Ideal,G,VS1,61.8,58.0,6.4,6.42,3.96,5,5,4,6133.548008051905
3288,1.04,Very Good,H,SI1,62.8,57.0,6.44,6.48,4.06,3,3,3,4459.917061987626
3289,1.5,Fair,H,SI1,65.0,57.0,7.1,7.06,4.6,1,3,3,8000.775974633181
3290,1.07,Ideal,E,SI2,61.4,57.0,6.62,6.57,4.05,5,2,6,4927.953979653858
3291,0.31,Ideal,F,VVS1,61.4,56.0,4.37,4.4,2.69,5,7,5,829.697020018422
3292,1.0,Very Good,E,SI2,62.6,58.0,6.33,6.39,3.98,3,2,6,4131.556763522903
3293,1.68,Ideal,D,SI2,62.7,55.0,7.45,7.58,4.71,5,2,7,12025.045966829757
3294,0.9,Premium,H,SI2,62.1,59.0,6.13,6.04,3.78,4,2,3,2874.377519923784
3295,0.91,Premium,F,VS2,62.2,58.0,6.17,6.21,3.85,4,4,5,4715.343009988904
3296,1.39,Ideal,G,IF,60.6,55.0,7.27,7.21,4.39,5,8,4,14021.993464414354
3297,0.41,Ideal,E,VVS2,60.0,57.0,4.81,4.85,2.9,5,6,6,1371.9057579685125
3298,1.31,Very Good,J,SI1,62.3,55.0,6.98,7.02,4.36,3,3,1,5080.426922103939
3299,1.39,Very Good,G,VS2,62.6,56.0,7.08,7.11,4.44,3,4,4,9573.93349053258
3300,0.4,Good,F,SI1,63.3,58.0,4.69,4.72,2.98,2,3,5,817.7712824751943
3301,1.45,Fair,J,SI2,58.6,68.0,7.45,7.33,4.34,1,2,1,4557.665988183746
3302,0.32,Ideal,F,VS1,61.7,56.0,4.39,4.42,2.72,5,5,5,749.4466344930258
3303,1.01,Premium,G,VS1,61.2,58.0,6.47,6.33,3.92,4,5,4,6003.956701856996
3304,0.9,Good,G,SI1,63.9,60.0,6.1,6.07,3.89,2,3,4,3538.835343261265
3305,1.5,Very Good,H,VS2,63.4,57.0,7.27,7.2,4.59,3,4,3,10203.76501164315
3306,0.41,Ideal,I,VVS1,62.3,53.0,4.77,4.79,2.98,5,7,2,1089.703572720748
3307,0.74,Premium,G,SI1,60.5,58.0,5.93,5.88,3.57,4,3,4,2615.863499885941
3308,0.4,Premium,E,SI1,61.0,59.0,4.74,4.71,2.88,4,3,6,919.1177805404028
3309,0.9,Premium,E,SI2,59.2,60.0,6.31,6.23,3.71,4,2,6,3482.7362712788604
3310,1.3,Premium,H,SI2,60.7,59.0,7.06,7.0,4.27,4,2,3,5744.070348653649
3311,1.53,Premium,E,SI1,61.3,59.0,7.35,7.4,4.52,4,3,6,11489.933653786902
3312,1.02,Premium,E,SI2,59.9,58.0,6.6,6.55,3.94,4,2,6,4408.209221940776
3313,1.07,Premium,D,SI2,62.6,61.0,6.49,6.42,4.04,4,2,7,5034.250135813254
3314,0.7,Good,J,VVS2,63.2,55.0,5.63,5.57,3.54,2,6,1,2094.6149311379845
3315,0.77,Premium,H,SI1,60.7,58.0,5.95,5.91,3.6,4,3,3,2603.1841491605746
3316,2.01,Very Good,I,VS1,63.5,59.0,8.03,7.93,5.07,3,5,2,17612.013182290422
3317,0.44,Ideal,G,SI1,62.7,57.0,4.85,4.82,3.03,5,3,4,1004.1647226827406
3318,0.57,Ideal,D,SI1,61.4,55.0,5.34,5.35,3.28,5,3,7,1908.8943647942945
3319,2.03,Premium,H,I1,59.4,59.0,8.31,8.22,4.91,4,1,3,9531.066166864093
3320,0.57,Very Good,I,SI1,63.3,56.0,5.29,5.27,3.34,3,3,2,1284.8715027471803
3321,0.41,Ideal,E,VVS1,61.1,56.0,4.8,4.82,2.94,5,7,6,1477.2617280368554
3322,1.22,Premium,H,SI1,60.6,60.0,6.92,6.85,4.17,4,3,3,6191.664618319954
3323,0.31,Ideal,G,VVS1,62.0,54.0,4.38,4.39,2.72,5,7,4,779.9705444762675
3324,0.51,Premium,D,SI2,59.5,61.0,5.19,5.16,3.08,4,2,7,1247.503817472075
3325,0.25,Premium,F,VS1,61.2,59.0,4.05,4.02,2.47,4,5,5,460.91142781391267
3326,1.24,Ideal,G,VVS1,62.3,56.0,6.86,6.89,4.28,5,7,4,10607.26848097166
3327,2.01,Very Good,I,SI1,61.8,62.0,7.98,8.07,4.96,3,3,2,13782.432725460036
3328,0.31,Ideal,F,IF,61.4,56.0,4.4,4.43,2.71,5,8,5,884.6155030669519
3329,0.56,Ideal,G,VS2,62.1,56.0,5.31,5.29,3.29,5,4,4,1815.3613611840412
3330,0.31,Premium,F,VS2,60.7,61.0,4.4,4.36,2.66,4,4,5,620.8572223674722
3331,1.51,Ideal,G,VS2,61.9,57.0,7.37,7.3,4.54,5,4,4,11749.752452124847
3332,1.08,Premium,D,VS2,61.2,60.0,6.63,6.61,4.05,4,4,7,7145.450734684517
3333,1.01,Premium,E,VVS2,61.8,59.0,6.42,6.39,3.96,4,6,6,7331.879401904759
3334,0.56,Premium,F,VS2,60.5,59.0,5.42,5.33,3.25,4,4,5,1890.2976681899563
3335,1.01,Good,G,VS1,63.2,61.0,6.33,6.35,4.01,2,5,4,5618.6140580916035
3336,0.35,Very Good,H,VVS1,61.2,60.0,4.5,4.55,2.77,3,7,3,861.9370701430165
3337,0.51,Very Good,E,VS2,63.3,57.0,5.12,5.05,3.22,3,4,6,1621.9279756068008
3338,0.32,Ideal,J,VS2,62.1,54.0,4.38,4.44,2.74,5,4,1,431.152477319168
3339,0.43,Very Good,G,VVS1,61.3,57.0,4.85,4.87,2.98,3,7,4,1375.3024465334054
3340,1.02,Premium,F,SI2,62.5,57.0,6.47,6.43,4.03,4,2,5,4191.131010448421
3341,0.5,Good,G,SI1,63.6,55.0,5.03,5.06,3.21,2,3,4,1170.1656810241627
3342,0.78,Ideal,I,VVS2,62.4,56.0,5.87,5.9,3.67,5,6,2,3396.61310545099
3343,0.25,Ideal,G,VS1,62.5,55.0,4.0,4.02,2.51,5,5,4,442.63970223416806
3344,1.06,Ideal,G,VVS2,61.6,56.3,6.53,6.56,4.03,5,6,4,7332.054481040031
