,carat,cut,color,clarity,depth,table,price,x,y,z,clarity_,color_
24757,2.02,Premium,E,SI2,59.8,58.0,17825.0,8.2,8.16,4.89,1,5
24758,2.01,Premium,I,VS2,60.3,58.0,17826.0,8.22,8.16,4.94,3,1
24759,2.36,Ideal,J,VS1,61.6,57.0,17829.0,8.6,8.55,5.28,4,0
24760,2.1,Very Good,I,VS2,59.4,60.0,17837.0,8.39,8.47,5.01,3,1
24761,2.01,Ideal,H,VS1,62.9,54.0,17838.0,8.01,7.96,5.02,4,2
24762,2.09,Premium,F,SI2,61.7,59.0,17840.0,8.21,8.23,5.07,1,4
24763,2.18,Premium,G,SI2,61.9,60.0,17841.0,8.24,8.29,5.12,1,3
24764,2.01,Ideal,E,SI2,62.2,57.0,17849.0,8.09,8.04,5.02,1,5
24765,2.01,Premium,H,SI1,61.1,60.0,17849.0,8.15,8.11,4.97,2,2
24766,2.01,Premium,H,SI1,61.3,59.0,17849.0,8.16,8.08,4.98,2,2
24767,2.43,Ideal,I,SI2,62.3,59.0,17856.0,8.54,8.61,5.34,1,1
24768,2.03,Ideal,H,SI1,60.8,57.0,17864.0,8.18,8.24,4.99,2,2
24769,2.0,Good,F,SI1,63.0,64.0,17869.0,7.67,7.76,4.86,2,4
24770,2.11,Very Good,E,SI2,62.4,61.0,17871.0,8.1,8.19,5.08,1,5
24771,2.0,Ideal,F,SI2,62.0,57.0,17871.0,8.1,8.03,5.0,1,4
24772,2.01,Very Good,I,VS1,62.8,59.0,17877.0,8.02,8.07,5.05,4,1
24773,2.02,Ideal,H,SI1,61.7,57.0,17882.0,8.14,8.08,5.0,2,2
24774,2.02,Very Good,H,VS2,61.5,59.0,17887.0,8.08,8.21,5.01,3,2
24775,1.76,Very Good,G,VVS2,61.1,59.0,17888.0,7.81,7.9,4.8,5,3
24776,2.0,Ideal,I,VS1,62.0,57.0,17889.0,8.04,7.99,4.97,4,1
24777,2.32,Ideal,J,VS1,62.5,54.5,17891.0,8.44,8.47,5.28,4,0
24778,2.28,Premium,H,SI2,62.1,59.0,17892.0,8.4,8.44,5.23,1,2
24779,1.7,Ideal,F,VS2,62.3,56.0,17892.0,7.61,7.65,4.75,3,4
24780,2.01,Ideal,H,SI1,61.9,60.0,17892.0,8.09,8.07,5.0,2,2
24781,2.02,Premium,I,VS2,59.0,59.0,17893.0,8.34,8.27,4.9,3,1
24782,2.48,Very Good,H,SI1,63.3,56.0,17893.0,8.6,8.55,5.43,2,2
24783,1.58,Ideal,E,VS1,62.6,56.0,17894.0,7.41,7.44,4.65,4,5
24784,2.2,Ideal,I,SI1,61.7,55.0,17895.0,8.37,8.41,5.18,2,1
24785,2.0,Good,G,VS2,64.1,55.0,17898.0,7.94,7.88,5.07,3,3
24786,2.0,Good,G,SI1,64.2,59.0,17902.0,7.93,7.84,5.06,2,3
24787,1.74,Premium,G,VS1,61.7,58.0,17904.0,7.78,7.69,4.77,4,3
24788,1.74,Premium,G,VS1,62.4,58.0,17904.0,7.71,7.61,4.78,4,3
24789,2.2,Premium,I,VS2,58.9,60.0,17905.0,8.63,8.52,5.05,3,1
24790,1.07,Very Good,D,IF,59.0,59.0,17909.0,6.63,6.72,3.94,7,6
24791,2.08,Ideal,I,VS2,62.0,56.0,17916.0,8.16,8.18,5.06,3,1
24792,2.01,Fair,G,VS2,67.5,55.0,17917.0,7.7,7.79,5.23,3,3
24793,2.39,Very Good,J,VS1,59.6,60.0,17920.0,8.71,8.77,5.21,4,0
24794,2.41,Good,I,SI2,57.7,61.0,17923.0,8.87,8.83,5.11,1,1
24795,2.57,Premium,D,SI2,58.9,58.0,17924.0,8.99,8.94,5.28,1,6
24796,2.0,Good,G,SI1,59.1,61.0,17930.0,8.14,8.18,4.82,2,3
24797,1.29,Very Good,D,VVS1,60.8,55.0,17932.0,7.03,7.12,4.3,6,6
24798,2.16,Premium,I,SI1,58.5,60.0,17934.0,8.54,8.49,4.98,2,1
24799,2.02,Ideal,I,VS1,62.3,59.0,17936.0,8.02,8.06,5.01,4,1
24800,1.51,Premium,D,VS1,63.0,52.0,17936.0,7.37,7.3,4.62,4,6
24801,0.41,Good,G,SI1,64.3,54.0,646.0,4.68,4.72,3.02,2,3
24802,0.34,Ideal,E,VS2,62.0,56.0,646.0,4.46,4.48,2.77,3,5
24803,0.34,Ideal,E,VS2,62.2,57.0,646.0,4.42,4.46,2.76,3,5
24804,0.28,Premium,E,VVS2,60.1,59.0,646.0,4.22,4.26,2.55,5,5
24805,0.28,Ideal,E,VVS2,62.1,56.0,646.0,4.19,4.21,2.61,5,5
24806,0.28,Very Good,E,VVS1,61.1,60.0,646.0,4.17,4.21,2.56,6,5
24807,0.28,Ideal,E,VVS2,62.4,56.0,646.0,4.16,4.2,2.61,5,5
24808,0.28,Premium,E,VVS1,61.3,60.0,646.0,4.18,4.21,2.57,6,5
24809,0.28,Ideal,F,IF,62.4,55.0,646.0,4.17,4.2,2.61,7,4
24810,0.28,Ideal,E,VVS2,60.3,57.0,646.0,4.21,4.25,2.55,5,5
24811,0.28,Ideal,E,VVS1,62.0,56.0,646.0,4.19,4.23,2.61,6,5
24812,0.31,Ideal,G,VVS2,62.2,53.0,647.0,4.36,4.39,2.72,5,3
24813,0.34,Ideal,H,SI1,61.5,55.0,647.0,4.53,4.55,2.79,2,2
24814,0.32,Ideal,G,SI1,61.5,55.0,647.0,4.4,4.44,2.72,2,3
24815,0.32,Ideal,G,SI1,61.9,55.0,647.0,4.39,4.43,2.73,2,3
24816,0.29,Ideal,D,VS1,62.9,55.0,647.0,4.25,4.21,2.66,4,6
24817,0.29,Ideal,D,VS1,61.7,57.0,647.0,4.26,4.23,2.62,4,6
24818,0.35,Premium,H,SI1,61.3,55.0,647.0,4.58,4.55,2.8,2,2
24819,0.35,Premium,H,SI1,62.4,58.0,647.0,4.54,4.47,2.81,2,2
24820,0.35,Very Good,H,SI1,63.2,57.0,647.0,4.51,4.48,2.84,2,2
24821,0.35,Very Good,H,SI1,63.3,54.0,647.0,4.53,4.51,2.86,2,2
24822,0.41,Good,J,VS1,63.7,56.0,647.0,4.68,4.71,2.99,4,0
24823,0.41,Very Good,J,VS1,62.0,55.0,647.0,4.74,4.77,2.95,4,0
24824,0.41,Very Good,J,VS1,61.3,59.0,647.0,4.74,4.78,2.92,4,0
24825,0.41,Ideal,J,VS1,62.1,56.0,647.0,4.75,4.79,2.96,4,0
24826,0.41,Ideal,J,VS1,60.2,57.0,647.0,4.81,4.85,2.91,4,0
24827,0.41,Premium,J,VS1,62.1,58.0,647.0,4.75,4.79,2.96,4,0
24828,2.02,Premium,E,SI2,58.2,60.0,17938.0,8.32,8.25,4.82,1,5
24829,2.04,Very Good,H,SI1,62.5,61.0,17952.0,8.04,8.08,5.04,2,2
24830,2.04,Very Good,H,SI1,63.0,58.0,17952.0,8.03,8.1,5.08,2,2
24831,2.0,Very Good,D,SI2,60.0,56.0,17953.0,8.16,8.23,4.92,1,6
24832,2.4,Very Good,I,SI2,60.6,58.5,17955.0,8.59,8.67,5.24,1,1
24833,2.39,Ideal,I,VS2,62.2,55.0,17955.0,8.58,8.56,5.33,3,1
24834,2.05,Ideal,F,SI2,62.0,56.0,17957.0,8.12,8.19,5.06,1,4
24835,2.03,Premium,H,VS2,62.6,59.0,17975.0,8.06,8.1,5.06,3,2
24836,2.01,Ideal,H,VS1,61.9,57.0,17983.0,8.15,8.05,5.01,4,2
24837,2.08,Ideal,J,IF,61.0,55.0,17986.0,8.32,8.25,5.05,7,0
24838,2.01,Premium,G,VS2,61.4,58.0,17987.0,8.11,7.99,4.94,3,3
24839,2.05,Premium,G,SI2,58.7,60.0,17988.0,8.4,8.32,4.91,1,3
24840,1.93,Fair,F,VS1,58.9,62.0,17995.0,8.17,7.97,4.75,4,4
24841,2.54,Very Good,I,SI2,62.4,60.0,17996.0,8.58,8.73,5.4,1,1
24842,2.09,Ideal,I,VS2,62.5,56.0,17999.0,8.13,8.17,5.1,3,1
24843,2.35,Premium,H,SI1,62.6,60.0,17999.0,8.42,8.38,5.26,2,2
24844,2.16,Ideal,G,SI2,62.5,54.2,18001.0,8.23,8.27,5.16,1,3
24845,2.09,Premium,F,SI2,61.7,59.0,18002.0,8.23,8.21,5.07,1,4
24846,2.18,Premium,G,SI2,61.9,60.0,18003.0,8.29,8.24,5.12,1,3
24847,2.06,Very Good,G,SI2,62.3,59.0,18005.0,8.07,8.2,5.07,1,3
24848,2.25,Premium,D,SI2,60.4,59.0,18007.0,8.54,8.48,5.13,1,6
24849,1.76,Very Good,G,VS1,62.8,55.4,18014.0,7.7,7.74,4.85,4,3
24850,2.05,Ideal,G,SI2,61.6,56.0,18017.0,8.11,8.16,5.01,1,3
24851,5.01,Fair,J,I1,65.5,59.0,18018.0,10.74,10.54,6.98,0,0
24852,2.51,Premium,J,VS2,62.2,58.0,18020.0,8.73,8.67,5.41,3,0
24853,2.0,Good,H,VS2,63.8,59.0,18023.0,7.88,8.01,5.07,3,2
24854,2.04,Good,H,SI1,58.4,60.0,18026.0,8.31,8.36,4.87,2,2
24855,2.03,Ideal,H,SI1,60.8,57.0,18026.0,8.24,8.18,4.99,2,2
24856,2.32,Fair,H,SI1,62.0,62.0,18026.0,8.47,8.31,5.2,2,2
24857,2.32,Premium,I,SI1,61.2,58.0,18026.0,8.57,8.52,5.23,2,1
24858,2.01,Very Good,H,SI1,58.2,63.0,18027.0,8.32,8.23,4.82,2,2
24859,2.01,Good,E,SI1,58.7,59.0,18027.0,8.23,8.27,4.84,2,5
24860,2.26,Very Good,D,SI2,61.6,61.0,18028.0,8.47,8.38,5.19,1,6
24861,2.51,Very Good,H,SI2,63.6,58.0,18029.0,8.51,8.59,5.44,1,2
24862,2.16,Ideal,I,SI1,62.0,56.0,18029.0,8.28,8.3,5.14,2,1
24863,2.11,Premium,E,SI2,62.4,61.0,18034.0,8.19,8.1,5.08,1,5
24865,2.51,Ideal,I,SI2,58.4,62.0,18037.0,8.87,8.79,5.15,1,1
24866,2.02,Ideal,H,VS2,61.6,56.0,18050.0,8.17,8.12,5.02,3,2
24867,2.28,Premium,H,SI2,62.1,59.0,18055.0,8.44,8.4,5.23,1,2
24868,1.7,Ideal,F,VS2,62.3,56.0,18055.0,7.65,7.61,4.75,3,4
24869,1.58,Ideal,E,VS1,62.6,56.0,18057.0,7.44,7.41,4.65,4,5
24870,2.2,Ideal,I,SI1,61.7,55.0,18059.0,8.41,8.37,5.18,2,1
24871,2.21,Ideal,I,SI1,61.6,57.0,18062.0,8.38,8.43,5.18,2,1
24872,2.0,Ideal,H,SI1,61.8,57.0,18062.0,8.1,8.15,5.02,2,2
24873,2.04,Premium,F,SI2,60.2,58.0,18066.0,8.17,8.24,4.94,1,4
24874,2.19,Very Good,E,SI2,62.4,61.0,18067.0,8.23,8.31,5.16,1,5
24875,2.29,Very Good,I,SI1,61.8,59.0,18068.0,8.44,8.51,5.24,2,1
24876,2.0,Good,F,SI1,62.8,62.0,18069.0,8.0,8.03,5.03,2,4
24877,2.11,Very Good,F,SI2,63.5,55.0,18071.0,8.08,8.13,5.15,1,4
24878,2.01,Good,G,SI1,60.8,61.0,18077.0,7.99,8.09,4.89,2,3
24879,2.01,Very Good,G,SI1,59.1,57.0,18077.0,8.16,8.23,4.84,2,3
24880,2.01,Premium,G,SI1,61.8,60.0,18077.0,7.99,8.04,4.95,2,3
24881,2.02,Ideal,G,VS2,61.7,53.0,18077.0,8.14,8.04,4.99,3,3
24882,2.32,Ideal,H,SI1,62.6,57.0,18080.0,8.46,8.52,5.32,2,2
24883,2.51,Very Good,I,SI2,62.3,57.0,18090.0,8.69,8.76,5.44,1,1
24884,1.51,Premium,F,IF,60.5,61.0,18102.0,7.5,7.4,4.45,7,4
24885,2.04,Premium,H,VS1,60.7,61.0,18104.0,8.18,8.1,4.94,4,2
24886,1.7,Very Good,G,VS2,61.9,55.0,18107.0,7.64,7.68,4.74,3,3
24887,1.7,Very Good,E,VS2,58.6,60.0,18107.0,7.91,7.82,4.61,3,5
24888,2.3,Ideal,H,SI2,62.6,54.0,18108.0,8.42,8.46,5.28,1,2
24889,2.45,Ideal,J,VS2,60.4,56.0,18113.0,8.72,8.81,5.3,3,0
24890,1.07,Very Good,D,IF,60.9,58.0,18114.0,6.57,6.67,4.03,7,6
24891,2.03,Very Good,E,SI2,58.8,59.0,18115.0,8.23,8.28,4.85,1,5
24892,2.04,Premium,H,SI1,62.5,61.0,18115.0,8.08,8.04,5.04,2,2
24893,2.04,Premium,H,SI1,63.0,58.0,18115.0,8.1,8.03,5.08,2,2
24894,2.02,Premium,E,SI2,61.0,59.0,18117.0,8.18,8.12,4.97,1,5
24895,2.12,Very Good,H,SI1,60.7,55.0,18118.0,8.28,8.36,5.05,2,2
24896,2.33,Very Good,I,SI1,60.7,56.0,18119.0,8.55,8.61,5.21,2,1
24897,2.03,Very Good,D,SI2,62.4,59.0,18120.0,7.98,8.04,5.0,1,6
24898,2.12,Premium,E,SI2,58.3,59.0,18120.0,8.48,8.41,4.92,1,5
24899,2.1,Ideal,F,SI2,61.0,60.0,18124.0,8.22,8.2,5.01,1,4
24900,2.08,Ideal,G,SI2,61.8,56.0,18124.0,8.22,8.18,5.07,1,3
24901,2.14,Very Good,E,SI2,61.5,58.0,18125.0,8.24,8.31,5.09,1,5
24902,2.04,Very Good,I,VS1,61.8,60.0,18127.0,8.11,8.21,5.04,4,1
24903,2.08,Very Good,E,SI2,62.4,60.0,18128.0,8.13,8.15,5.08,1,5
24904,1.78,Ideal,F,VS2,60.9,56.0,18128.0,7.85,7.88,4.79,3,4
24905,2.21,Ideal,G,SI2,60.2,60.0,18128.0,8.38,8.47,5.07,1,3
24906,2.08,Ideal,E,SI2,60.2,60.0,18128.0,8.28,8.32,5.0,1,5
24907,2.03,Premium,H,VS2,62.6,59.0,18139.0,8.1,8.06,5.06,3,2
24908,2.03,Premium,H,VS2,62.1,56.0,18139.0,8.2,8.12,5.07,3,2
24909,2.23,Premium,I,VS2,61.2,58.0,18149.0,8.43,8.36,5.14,3,1
24910,2.01,Very Good,H,SI1,59.1,58.0,18149.0,8.29,8.36,4.92,2,2
24911,2.05,Very Good,H,VS2,61.8,60.0,18152.0,8.14,8.19,5.05,3,2
24912,2.04,Ideal,G,SI1,61.9,58.0,18153.0,8.12,8.16,5.04,2,3
24913,1.5,Ideal,F,VVS2,63.1,57.0,18159.0,7.32,7.23,4.59,5,4
24914,2.12,Premium,G,SI2,62.6,59.0,18164.0,8.18,8.12,5.1,1,3
24915,2.03,Premium,G,VS2,60.9,59.0,18166.0,8.17,8.14,4.97,3,3
24916,2.2,Ideal,G,SI2,62.0,57.0,18168.0,8.31,8.27,5.14,1,3
24917,2.0,Ideal,F,SI2,62.6,57.0,18172.0,8.08,8.01,5.04,1,4
24918,2.01,Ideal,G,VS2,63.0,56.0,18172.0,8.0,7.93,5.02,3,3
24919,1.7,Very Good,E,VS2,58.6,62.0,18176.0,7.84,7.92,4.62,3,5
24920,1.76,Ideal,G,VS1,62.8,55.0,18178.0,7.74,7.7,4.85,4,3
24921,1.63,Ideal,F,VS1,61.6,57.0,18179.0,7.53,7.61,4.66,4,4
24922,2.52,Premium,F,SI2,60.6,60.0,18179.0,8.78,8.7,5.3,1,4
24923,2.05,Ideal,G,SI2,61.6,56.0,18181.0,8.16,8.11,5.01,1,3
24924,2.01,Ideal,F,SI2,61.6,55.0,18183.0,8.08,8.02,4.97,1,4
24925,2.01,Ideal,H,SI1,62.8,54.0,18186.0,8.03,8.08,5.05,2,2
24926,2.01,Premium,H,SI1,61.7,60.0,18188.0,8.06,7.96,4.94,2,2
24927,2.3,Ideal,I,VS2,62.6,56.0,18190.0,8.45,8.4,5.27,3,1
24928,2.07,Premium,I,VS2,61.2,58.0,18193.0,8.18,8.2,5.01,3,1
24929,2.05,Ideal,E,SI1,62.4,57.0,18193.0,8.17,8.09,5.08,2,5
24930,2.2,Premium,G,SI1,60.5,55.0,18193.0,8.49,8.42,5.11,2,3
24931,2.07,Ideal,H,SI2,63.5,53.0,18198.0,8.12,8.09,5.14,1,2
24932,2.01,Premium,I,VS1,62.9,59.0,18206.0,8.03,7.94,5.02,4,1
24933,2.02,Premium,H,VS2,60.8,62.0,18207.0,8.17,8.12,4.95,3,2
24934,2.02,Premium,H,VS2,62.7,53.0,18207.0,8.02,7.95,500.6595,3,2
24935,1.73,Very Good,G,VVS2,62.6,55.0,18211.0,7.66,7.76,4.83,5,3
24936,2.09,Very Good,I,VS1,62.9,57.0,18215.0,8.09,8.13,5.1,4,1
24937,2.04,Premium,F,SI2,60.2,58.0,18231.0,8.24,8.17,4.94,1,4
24938,1.09,Very Good,D,IF,61.7,58.0,18231.0,6.55,6.65,4.07,7,6
24939,2.19,Premium,E,SI2,62.4,61.0,18232.0,8.31,8.23,5.16,1,5
24940,2.02,Very Good,H,SI1,59.3,60.0,18236.0,8.14,8.21,4.85,2,2
24941,2.02,Very Good,H,SI1,59.6,59.0,18236.0,8.27,8.35,4.95,2,2
24942,2.02,Very Good,H,SI1,61.1,58.0,18236.0,8.07,8.16,4.96,2,2
24943,2.02,Good,E,SI2,58.8,61.0,18236.0,8.21,8.25,4.84,1,5
24944,2.3,Premium,I,VS2,61.8,60.0,18239.0,8.47,8.39,5.21,3,1
24945,3.01,Premium,I,SI2,60.2,59.0,18242.0,9.36,9.31,5.62,1,1
24946,3.01,Fair,I,SI2,65.8,56.0,18242.0,8.99,8.94,5.9,1,1
24947,3.01,Fair,I,SI2,65.8,56.0,18242.0,8.99,8.94,5.9,1,1
24948,3.01,Good,I,SI2,63.9,60.0,18242.0,9.06,9.01,5.77,1,1
24949,3.01,Good,I,SI2,63.9,60.0,18242.0,9.06,9.01,5.77,1,1
24950,1.7,Premium,F,VS2,62.8,58.0,18251.0,7.61,7.54,4.76,3,4
24951,2.01,Ideal,H,SI1,62.2,56.0,18252.0,8.03,8.05,5.0,2,2
24952,2.53,Premium,H,SI1,62.1,59.0,18254.0,8.83,8.73,5.45,2,2
24953,2.51,Premium,I,SI2,62.3,57.0,18255.0,8.76,8.69,5.44,1,1
24954,2.03,Very Good,G,SI1,61.3,59.0,18257.0,8.08,8.11,4.96,2,3
24955,2.01,Ideal,G,SI2,61.7,57.0,18259.0,8.13,8.1,5.01,1,3
24956,2.02,Premium,F,SI2,61.3,59.0,18274.0,8.15,8.11,4.98,1,4
24957,2.13,Ideal,H,SI1,62.2,55.0,18275.0,8.2,8.27,5.12,2,2
24958,2.21,Ideal,G,SI2,61.9,55.0,18276.0,8.4,8.36,5.19,1,3
24959,1.7,Ideal,G,VVS1,61.0,56.0,18279.0,7.62,7.67,4.66,6,3
24960,2.08,Very Good,I,VS2,58.9,61.0,18281.0,8.35,8.36,4.92,3,1
24961,1.62,Ideal,F,VS2,61.2,57.0,18281.0,7.52,7.58,4.62,3,4
24962,2.03,Premium,D,SI2,62.4,59.0,18286.0,8.04,7.98,5.0,1,6
24963,2.14,Premium,E,SI2,61.5,58.0,18291.0,8.31,8.24,5.09,1,5
24964,1.54,Ideal,G,VVS1,61.4,56.0,18294.0,7.42,7.47,4.57,6,3
24965,2.01,Ideal,H,SI1,62.1,55.0,18295.0,8.12,8.07,5.03,2,2
24966,2.01,Premium,H,SI1,61.4,56.0,18295.0,8.19,8.13,5.01,2,2
24967,2.02,Ideal,G,SI2,62.0,55.0,18296.0,8.16,8.1,5.04,1,3
24968,2.24,Ideal,I,SI1,60.5,59.0,18299.0,8.45,8.5,5.13,2,1
24969,1.93,Ideal,F,SI1,59.5,60.0,18306.0,8.1,8.13,4.83,2,4
24970,2.51,Fair,H,SI2,64.7,57.0,18308.0,8.44,8.5,5.48,1,2
24971,2.03,Premium,E,SI2,61.5,59.0,18310.0,8.16,8.24,5.04,1,5
24972,2.1,Ideal,G,SI2,61.3,55.0,18312.0,8.19,8.25,5.04,1,3
24973,2.05,Premium,H,VS2,61.8,60.0,18318.0,8.19,8.14,5.05,3,2
24974,1.61,Ideal,D,VS2,62.0,55.0,18318.0,7.51,7.5,4.67,3,6
24975,2.02,Premium,F,SI2,61.7,58.0,18320.0,8.11,8.15,5.02,1,4
24976,2.02,Ideal,I,VS1,62.1,56.0,18324.0,8.13,8.09,5.04,4,1
24977,2.5,Good,J,VS2,62.0,58.0,18325.0,8.63,8.6,5.34,3,0
24978,2.49,Premium,I,SI2,61.2,56.0,18325.0,8.76,8.7,5.34,1,1
24979,2.01,Good,H,VS1,57.6,63.0,18340.0,8.23,8.25,4.75,4,2
24980,2.16,Ideal,I,VS1,62.7,56.0,18342.0,8.28,8.2,5.17,4,1
24981,1.7,Premium,E,VS2,58.6,62.0,18342.0,7.92,7.84,4.62,3,5
24982,2.27,Ideal,G,SI1,61.1,60.0,18343.0,8.46,8.42,5.16,2,3
24983,2.07,Ideal,F,SI2,61.5,55.0,18344.0,8.23,8.28,5.08,1,4
24984,1.83,Very Good,G,VS2,60.5,59.0,18358.0,7.89,7.99,4.8,3,3
24985,2.07,Premium,I,VS2,61.2,58.0,18359.0,8.2,8.18,5.01,3,1
24986,2.22,Ideal,I,VS2,61.3,56.0,18363.0,8.36,8.45,5.15,3,1
24987,2.6,Ideal,J,SI2,62.5,56.0,18369.0,8.81,8.76,5.49,1,0
24988,2.06,Ideal,D,SI2,60.3,56.0,18371.0,8.29,8.25,4.99,1,6
24989,2.32,Very Good,I,SI1,63.2,59.0,18371.0,8.55,8.44,5.37,2,1
24990,2.0,Premium,H,SI1,63.0,56.0,18371.0,7.98,7.93,5.01,2,2
24991,2.0,Premium,H,SI1,58.2,60.0,18371.0,8.34,8.26,4.83,2,2
24992,2.4,Ideal,H,SI2,62.0,55.0,18374.0,8.57,8.6,5.32,1,2
24993,2.01,Good,G,SI1,60.1,61.0,18374.0,8.04,8.12,4.86,2,3
24994,2.0,Good,F,SI1,63.0,61.0,18376.0,7.85,7.99,4.99,2,4
24995,1.73,Premium,G,VVS2,62.6,55.0,18377.0,7.76,7.66,4.83,5,3
24996,2.09,Very Good,H,SI1,61.1,56.0,18392.0,8.23,8.3,5.05,2,2
24997,2.01,Ideal,F,SI2,61.7,56.0,18394.0,8.12,8.16,5.02,1,4
24998,1.7,Premium,F,VS1,58.5,60.0,18398.0,7.83,7.76,4.56,4,4
24999,2.08,Very Good,D,SI2,60.1,59.0,18405.0,8.29,8.37,5.01,1,6
25000,2.11,Very Good,D,SI2,60.9,60.0,18407.0,8.21,8.28,5.02,1,6
25001,1.54,Ideal,F,VS1,60.3,57.0,18416.0,7.49,7.56,4.54,4,4
25002,1.6,Ideal,F,VS2,62.0,55.0,18421.0,7.49,7.54,4.66,3,4
25003,2.03,Premium,G,SI1,61.3,59.0,18423.0,8.11,8.08,4.96,2,3
25004,2.26,Premium,H,SI1,60.3,58.0,18426.0,8.56,8.51,5.15,2,2
25005,2.29,Premium,J,IF,61.4,60.0,18426.0,8.45,8.49,5.2,7,0
25006,2.0,Premium,E,SI2,61.8,56.0,18426.0,8.12,8.05,5.0,1,5
25007,2.44,Very Good,J,VS2,58.1,60.0,18430.0,8.89,8.93,5.18,3,0
25008,1.74,Very Good,F,VS2,62.0,57.0,18430.0,7.65,7.7,4.76,3,4
25009,1.7,Premium,F,VS1,60.6,58.0,18430.0,7.68,7.71,4.66,4,4
25010,1.72,Ideal,G,VVS2,62.0,57.0,18431.0,7.63,7.72,4.76,5,3
25011,2.22,Premium,I,SI1,59.9,59.0,18432.0,8.46,8.41,5.05,2,1
25012,1.33,Ideal,F,IF,60.2,57.0,18435.0,7.12,7.17,4.3,7,4
25013,2.06,Premium,G,SI1,61.5,58.0,18439.0,8.2,8.15,5.03,2,3
25014,2.0,Ideal,H,SI1,62.8,52.0,18440.0,8.05,8.1,5.06,2,2
25015,2.13,Ideal,H,SI1,62.2,55.0,18442.0,8.27,8.2,5.12,2,2
25016,2.09,Premium,H,VS2,62.2,58.0,18443.0,8.17,8.12,5.06,3,2
25017,1.7,Ideal,G,VVS1,61.0,56.0,18445.0,7.67,7.62,4.66,6,3
25018,2.5,Premium,I,SI2,59.0,60.0,18447.0,8.76,8.89,5.21,1,1
25019,2.08,Premium,I,VS2,58.9,61.0,18447.0,8.36,8.35,4.92,3,1
25020,2.03,Ideal,F,SI2,63.3,55.0,18458.0,7.96,8.05,5.08,1,4
25021,2.1,Ideal,H,SI2,63.1,55.0,18462.0,8.17,8.13,5.14,1,2
25022,2.16,Ideal,J,VS1,61.4,55.0,18462.0,8.34,8.27,5.1,4,0
25023,2.15,Ideal,H,SI1,61.5,60.0,18470.0,8.17,8.29,5.06,2,2
25024,2.09,Good,F,SI2,63.4,55.0,18472.0,8.11,8.18,5.16,1,4
25025,2.01,Good,H,VS2,64.1,59.0,18474.0,7.91,7.85,5.05,3,2
25026,2.19,Ideal,H,SI1,60.6,57.0,18475.0,8.39,8.35,5.07,2,2
25027,2.03,Premium,E,SI2,61.5,59.0,18477.0,8.24,8.16,5.04,1,5
25028,2.1,Very Good,H,SI1,62.9,57.0,18480.0,8.12,8.19,5.13,2,2
25029,2.16,Premium,I,VS2,58.7,60.0,18481.0,8.54,8.5,5.0,3,1
25030,2.21,Very Good,F,SI2,61.0,58.0,18483.0,8.36,8.43,5.12,1,4
25031,2.57,Premium,J,SI1,63.0,58.0,18485.0,8.77,8.65,5.49,2,0
25032,2.02,Premium,F,SI2,61.7,58.0,18487.0,8.15,8.11,5.02,1,4
25033,2.07,Very Good,H,SI1,59.5,59.0,18489.0,8.27,8.3,4.92,2,2
25034,2.0,Premium,F,SI1,62.6,59.0,18493.0,8.1,8.04,5.05,2,4
25035,2.01,Very Good,I,VS1,63.0,59.0,18500.0,7.87,7.94,4.98,4,1
25036,2.01,Very Good,H,VS2,63.2,58.0,18507.0,7.93,8.01,5.04,3,2
25037,2.03,Very Good,G,SI1,61.7,54.0,18507.0,8.07,8.19,5.02,2,3
25038,2.32,Very Good,H,SI2,60.6,58.0,18508.0,8.56,8.6,5.2,1,2
25039,2.37,Ideal,J,SI1,61.9,55.0,18508.0,8.53,8.56,5.29,2,0
25040,2.09,Very Good,F,SI2,61.3,59.0,18509.0,8.19,8.33,5.06,1,4
25041,2.0,Fair,G,VS2,67.6,58.0,18515.0,7.65,7.61,5.16,3,3
25042,2.0,Very Good,G,SI1,61.8,61.0,18524.0,8.0,8.09,4.97,2,3
25043,1.83,Premium,G,VS2,60.5,59.0,18525.0,7.99,7.89,4.8,3,3
25044,2.14,Very Good,D,SI2,60.3,60.0,18526.0,8.31,8.43,5.05,1,6
25045,2.14,Ideal,H,SI1,61.5,57.0,18528.0,8.36,8.29,5.12,2,2
25046,2.22,Ideal,I,VS2,61.3,56.0,18531.0,8.45,8.36,5.15,3,1
25047,4.5,Fair,J,I1,65.8,58.0,18531.0,10.23,10.16,6.72,0,0
25048,2.32,Ideal,G,SI2,61.0,58.0,18532.0,8.5,8.54,5.2,1,3
25049,2.03,Ideal,F,SI2,61.4,58.0,18535.0,8.12,8.16,5.0,1,4
25050,2.4,Good,I,SI1,56.9,62.0,18541.0,8.87,8.81,5.03,2,1
25051,2.4,Ideal,H,SI2,62.0,55.0,18541.0,8.6,8.57,5.32,1,2
25052,1.5,Very Good,F,IF,63.2,58.0,18552.0,7.2,7.32,4.59,7,4
25053,1.72,Very Good,E,VS2,63.4,56.0,18557.0,7.65,7.55,4.82,3,5
25054,3.04,Premium,I,SI2,59.3,60.0,18559.0,9.51,9.46,5.62,1,1
25055,2.38,Premium,J,VS2,62.1,58.0,18559.0,8.54,8.49,5.29,3,0
25056,2.09,Premium,H,SI1,61.1,56.0,18559.0,8.3,8.23,5.05,2,2
25057,2.01,Good,H,VS2,57.8,60.0,18561.0,8.29,8.35,4.81,3,2
